data;time-casa;gol-casa;chutes-casa;chutesgol-casa;possebola-casa;passes-casa;Precisaopasse-casa;faltas-casa;cartaoamarelo-casa;cartaovermelho-casa;impedimentos-casa;escanteios-casa;time-fora;gol-fora;chutes-fora;chutesgol-fora;possebola-fora;passes-fora;Precisaopasse-fora;faltas-fora;cartaoamarelo-fora;cartaovermelho-fora;impedimentos-fora;escanteios-fora
30/09/19;Goiás;1;8;2;33%;252;66%;20;0;0;0;0;Cruzeiro;0;11;1;67%;505;83%;19;3;0;2;9
30/09/19;Avaí;0;14;4;56%;481;82%;16;1;0;4;7;Bahia;2;6;2;44%;393;76%;16;2;0;1;5
02/10/19;Chapecoense;0;14;4;55%;397;79%;19;3;0;1;9;Corinthians;1;12;2;45%;336;75%;15;2;0;2;7
30/09/19;Fortaleza;1;16;3;45%;410;85%;15;3;0;1;5;Botafogo;0;6;2;55%;502;84%;12;2;0;1;1
02/10/19;Atlético-MG;1;14;3;55%;404;80%;18;3;0;1;5;Vasco da Gama;2;16;5;45%;338;78%;22;2;0;2;7
05/10/19;São Paulo;2;19;8;62%;478;89%;15;3;0;0;9;Fortaleza;1;7;2;38%;300;80%;14;2;0;0;3
05/10/19;Vasco da Gama;0;16;2;42%;285;73%;15;4;0;1;8;Santos;1;8;4;58%;423;81%;17;2;1;1;2
05/10/19;Cruzeiro;1;16;5;53%;470;81%;18;5;0;0;3;Internacional;1;12;2;47%;440;82%;14;3;0;1;3
05/10/19;Bahia;1;14;4;46%;413;83%;9;2;0;1;4;Athletico-PR;2;13;5;54%;491;83%;14;3;0;1;4
05/10/19;Grêmio;0;18;4;65%;609;88%;12;3;0;3;10;Corinthians;0;13;2;35%;338;81%;12;2;0;0;5
06/10/19;Palmeiras;1;19;7;67%;506;88%;12;3;0;2;17;Atlético-MG;1;11;5;33%;254;72%;20;4;0;1;2
06/10/19;Chapecoense;0;5;1;36%;298;65%;16;1;0;3;1;Flamengo;1;24;5;64%;520;82%;20;0;0;2;8
06/10/19;Ceará SC;0;23;5;58%;411;85%;7;1;0;2;15;Goiás;1;9;3;42%;314;72%;12;0;0;1;9
06/10/19;CSA;3;15;6;29%;242;72%;10;3;0;1;4;Avaí;1;17;1;71%;593;88%;11;3;0;1;8
06/10/19;Botafogo;0;11;5;46%;410;79%;20;4;0;3;5;Fluminense;1;12;5;54%;481;86%;20;1;0;3;2
09/10/19;Botafogo;3;12;7;43%;348;76%;29;4;0;2;5;Goiás;1;18;4;57%;446;83%;18;2;0;1;5
09/10/19;Bahia;0;14;6;40%;378;82%;10;2;0;3;3;São Paulo;0;8;2;60%;565;86%;15;1;0;2;5
09/10/19;CSA;1;14;4;30%;259;71%;16;2;0;0;3;Internacional;0;14;2;70%;593;88%;9;2;0;4;11
09/10/19;Fortaleza;2;10;5;53%;446;84%;18;4;0;4;2;Chapecoense;0;16;5;47%;397;83%;17;2;0;1;6
09/10/19;Grêmio;2;11;4;69%;641;90%;11;0;0;1;4;Ceará SC;1;10;5;31%;293;76%;19;3;0;1;4
10/10/19;Avaí;0;16;2;56%;505;83%;18;1;0;0;7;Vasco da Gama;0;12;4;44%;419;78%;11;1;0;1;6
10/10/19;Flamengo;3;19;6;67%;630;89%;10;0;0;0;9;Atlético-MG;1;5;2;33%;318;72%;9;3;0;1;2
09/10/19;Santos;2;15;6;57%;474;88%;16;1;0;3;2;Palmeiras;0;13;3;43%;364;84%;13;2;1;0;3
09/10/19;Cruzeiro;0;17;8;51%;459;77%;17;4;0;3;2;Fluminense;0;9;0;49%;460;80%;18;3;0;0;5
12/10/19;Palmeiras;1;18;7;49%;413;80%;22;2;0;2;7;Botafogo;0;6;0;51%;422;82%;13;2;0;0;2
13/10/19;Internacional;0;13;1;46%;420;81%;16;2;0;8;9;Santos;0;11;3;54%;492;81%;18;3;0;2;3
12/10/19;Goiás;1;14;3;49%;365;77%;17;2;0;2;4;CSA;0;8;2;51%;376;78%;21;3;0;1;2
12/10/19;Fluminense;2;13;3;49%;434;82%;11;0;0;1;4;Bahia;0;17;6;51%;447;84%;15;1;0;0;7
13/10/19;Atlético-MG;1;22;4;43%;394;78%;17;4;1;0;4;Grêmio;4;14;6;57%;526;85%;8;1;0;2;4
13/10/19;São Paulo;1;17;3;55%;568;88%;9;0;0;2;2;Corinthians;0;3;2;45%;467;85%;10;1;0;0;1
13/10/19;Ceará SC;1;25;6;57%;449;82%;16;1;0;2;11;Avaí;0;13;5;43%;368;76%;16;3;0;3;0
13/10/19;Vasco da Gama;1;16;5;59%;406;80%;14;2;0;1;10;Fortaleza;0;7;2;41%;301;78%;19;3;1;1;3
13/10/19;Chapecoense;1;22;8;61%;484;83%;12;1;0;0;9;Cruzeiro;1;18;6;39%;331;78%;13;1;0;0;7
16/10/19;Palmeiras;1;30;8;72%;547;86%;15;1;0;5;12;Chapecoense;0;7;2;28%;222;59%;14;3;1;0;4
16/10/19;Fortaleza;1;6;3;30%;203;69%;8;1;0;2;4;Flamengo;2;11;4;70%;462;87%;16;3;0;2;12
16/10/19;CSA;2;10;5;42%;358;82%;18;3;0;2;1;Atlético-MG;2;21;7;58%;498;84%;13;2;1;0;7
16/10/19;Cruzeiro;1;11;2;40%;363;80%;18;2;0;3;4;São Paulo;0;8;2;60%;558;84%;16;2;0;1;2
16/10/19;Grêmio;0;18;6;63%;554;90%;13;3;0;1;10;Bahia;1;13;6;37%;337;81%;15;2;0;0;6
16/10/19;Vasco da Gama;2;16;8;36%;275;74%;15;1;0;1;3;Botafogo;1;10;3;64%;485;83%;11;0;0;2;7
17/10/19;Santos;2;16;4;68%;493;84%;15;3;0;3;5;Ceará SC;1;11;3;32%;228;69%;11;4;0;2;7
17/10/19;Avaí;0;17;6;29%;273;75%;7;1;1;0;6;Internacional;2;26;10;71%;675;89%;16;3;0;2;8
16/10/19;Goiás;2;20;4;44%;305;76%;10;2;2;2;5;Corinthians;2;17;5;56%;411;84%;16;4;0;0;5
19/10/19;Fortaleza;2;10;5;40%;341;80%;13;4;0;1;1;Grêmio;1;13;4;60%;504;88%;17;1;1;0;8
20/10/19;São Paulo;1;22;7;78%;682;89%;23;4;0;2;12;Avaí;0;6;1;22%;206;62%;11;1;1;1;0
20/10/19;Internacional;0;19;7;71%;605;88%;14;3;0;2;12;Vasco da Gama;1;9;3;29%;250;73%;12;1;0;0;3
19/10/19;Corinthians;1;13;4;55%;463;85%;15;3;0;0;4;Cruzeiro;2;14;5;45%;394;75%;18;1;0;0;4
20/10/19;Atlético-MG;2;9;4;30%;224;68%;24;3;0;1;3;Santos;0;11;1;70%;504;83%;14;4;0;1;7
20/10/19;Athletico-PR;1;14;6;53%;432;79%;23;1;0;0;2;Palmeiras;1;8;2;47%;407;80%;11;2;0;4;1
20/10/19;Flamengo;2;16;7;47%;364;81%;23;3;0;0;10;Fluminense;0;10;4;53%;408;86%;13;5;0;1;7
21/10/19;Botafogo;2;17;5;43%;389;88%;18;2;0;2;4;CSA;1;8;3;57%;511;87%;16;1;1;2;3
21/10/19;Bahia;1;12;4;48%;384;77%;14;2;0;4;6;Ceará SC;2;13;6;52%;405;77%;11;3;0;1;17
20/10/19;Chapecoense;2;12;4;49%;311;81%;23;2;0;1;6;Goiás;2;21;8;51%;314;82%;14;5;0;2;9
26/10/19;Fluminense;1;26;8;68%;563;86%;11;1;0;0;5;Chapecoense;1;13;5;32%;258;70%;14;4;0;0;5
26/10/19;Corinthians;0;14;5;36%;285;72%;20;3;0;0;4;Santos;0;19;3;64%;502;82%;12;1;0;5;3
26/10/19;Ceará SC;1;17;4;64%;544;84%;11;3;0;3;11;Vasco da Gama;1;8;3;36%;321;75%;14;3;0;0;3
26/10/19;Bahia;2;13;5;56%;470;78%;16;1;0;1;6;Internacional;3;17;6;44%;388;79%;11;5;0;2;4
27/10/19;São Paulo;2;16;6;61%;543;85%;9;0;0;3;6;Atlético-MG;0;9;3;39%;353;79%;11;0;0;4;6
27/10/19;Flamengo;1;18;7;64%;605;90%;20;1;0;1;6;CSA;0;7;4;36%;351;82%;13;2;0;5;2
27/10/19;Grêmio;3;21;10;53%;497;86%;13;3;0;1;5;Botafogo;0;9;2;47%;441;86%;9;2;0;0;7
27/10/19;Avaí;1;11;6;37%;266;65%;18;3;0;0;6;Palmeiras;2;16;4;63%;463;82%;17;2;0;2;5
30/10/19;Vasco da Gama;1;16;1;43%;363;80%;9;2;0;0;10;Grêmio;3;9;4;57%;496;83%;13;2;0;0;4
30/10/19;Palmeiras;3;19;8;31%;267;75%;12;0;0;1;6;São Paulo;0;14;4;69%;581;87%;14;0;0;0;3
30/10/19;Atlético-MG;0;20;1;71%;475;81%;15;3;0;2;18;Chapecoense;2;10;3;29%;207;62%;10;3;0;0;2
30/10/19;Ceará SC;2;10;5;28%;275;78%;12;1;0;1;4;Fluminense;0;21;4;72%;686;87%;8;1;0;2;10
30/10/19;Avaí;1;11;3;51%;431;83%;20;4;1;0;3;Fortaleza;3;11;6;49%;448;81%;10;1;0;0;4
31/10/19;Goiás;2;18;4;37%;227;70%;18;5;0;4;3;Flamengo;2;12;6;63%;386;80%;15;3;1;0;9
31/10/19;Santos;1;19;5;62%;450;84%;17;5;0;3;4;Bahia;0;3;1;38%;290;70%;26;3;0;1;0
31/10/19;Botafogo;0;20;4;57%;406;80%;15;1;0;1;12;Cruzeiro;2;6;3;43%;328;69%;15;3;0;1;4
30/10/19;CSA;2;10;5;44%;371;81%;17;6;0;1;5;Corinthians;1;12;2;56%;469;85%;10;2;0;2;3
31/10/19;Internacional;1;14;4;55%;484;81%;14;3;0;1;3;Athletico-PR;1;10;3;45%;405;78%;22;2;0;0;5
02/11/19;Palmeiras;1;9;2;56%;493;88%;14;2;0;2;7;Ceará SC;0;13;5;44%;395;86%;19;2;0;2;5
03/11/19;Flamengo;4;16;5;69%;636;88%;12;0;0;1;8;Corinthians;1;7;4;31%;293;72%;10;1;0;2;2
02/11/19;Chapecoense;0;27;8;38%;313;85%;19;2;0;0;6;São Paulo;3;12;6;62%;528;89%;11;2;0;2;2
02/11/19;Fluminense;0;20;4;67%;610;87%;7;2;0;2;8;Vasco da Gama;0;12;1;33%;308;76%;12;3;0;1;3
02/11/19;Fortaleza;2;18;6;59%;433;85%;18;3;0;1;7;Atlético-MG;2;16;6;41%;290;78%;19;2;1;2;7
03/11/19;Cruzeiro;1;17;5;64%;489;89%;16;2;1;4;3;Bahia;1;13;3;36%;270;77%;11;0;0;3;5
03/11/19;Goiás;2;23;6;48%;354;80%;19;1;0;0;4;Avaí;0;12;4;52%;401;81%;19;3;0;0;3
03/11/19;Santos;4;23;12;63%;480;83%;16;1;0;1;9;Botafogo;1;13;6;37%;278;70%;8;0;0;0;8
03/11/19;Grêmio;2;21;9;59%;518;87%;16;2;0;1;5;Internacional;0;5;0;41%;359;81%;16;2;1;0;3
06/11/19;Avaí;1;13;4;47%;359;76%;19;4;1;0;8;Santos;2;9;3;53%;412;78%;11;2;1;2;6
06/11/19;Corinthians;3;15;6;59%;559;88%;18;2;0;1;2;Fortaleza;2;15;8;41%;388;85%;9;3;0;1;6
06/11/19;Atlético-MG;2;26;11;53%;380;80%;15;0;0;4;10;Goiás;0;7;3;47%;350;77%;16;2;0;1;8
06/11/19;Vasco da Gama;1;8;3;45%;309;72%;17;7;1;1;3;Palmeiras;2;20;6;55%;374;78%;27;4;0;1;6
07/11/19;São Paulo;0;21;4;57%;612;89%;6;2;0;0;2;Fluminense;2;5;4;43%;475;86%;16;1;0;1;2
07/11/19;Botafogo;0;6;2;29%;207;57%;16;4;1;0;1;Flamengo;1;18;3;71%;497;86%;14;2;0;0;10
07/11/19;Ceará SC;2;9;4;40%;413;80%;8;2;0;3;6;Internacional;0;16;3;60%;593;87%;11;2;0;1;4
06/11/19;Bahia;1;23;7;67%;483;84%;20;1;0;3;6;Chapecoense;1;7;2;33%;247;68%;16;3;0;1;4
07/11/19;Grêmio;2;19;3;65%;646;92%;15;3;0;0;11;CSA;1;9;3;35%;354;86%;16;2;0;1;3
09/11/19;Goiás;0;9;2;43%;344;78%;19;4;0;2;5;Santos;3;17;11;57%;444;82%;16;2;0;3;4
10/11/19;Cruzeiro;0;16;2;59%;426;79%;9;1;0;1;4;Atlético-MG;0;17;0;41%;302;76%;12;1;0;0;8
09/11/19;Palmeiras;1;21;7;46%;323;78%;12;2;0;3;9;Corinthians;1;7;2;54%;394;79%;18;1;0;0;2
10/11/19;Internacional;2;15;5;39%;408;81%;16;3;0;1;4;Fluminense;1;14;5;61%;621;86%;9;2;0;0;3
10/11/19;Chapecoense;0;17;2;48%;425;89%;10;2;0;0;5;Grêmio;1;7;2;52%;477;87%;13;2;0;0;2
10/11/19;CSA;0;20;5;59%;472;86%;17;1;1;4;5;Vasco da Gama;3;8;6;41%;337;82%;18;2;0;0;3
10/11/19;Fortaleza;1;9;2;36%;283;74%;13;4;0;0;3;Ceará SC;0;15;3;64%;483;84%;17;4;0;0;8
10/11/19;Flamengo;3;21;8;67%;526;85%;10;1;0;3;11;Bahia;1;9;2;33%;278;68%;11;0;0;0;2
11/11/19;Botafogo;2;17;4;37%;295;78%;19;4;0;1;4;Avaí;0;17;5;63%;502;85%;16;2;1;1;4
16/11/19;Fluminense;1;15;4;54%;504;82%;15;2;0;0;1;Atlético-MG;1;13;5;46%;423;82%;15;3;0;3;2
16/11/19;Santos;1;16;3;41%;320;77%;14;0;0;0;3;São Paulo;1;15;4;59%;463;81%;25;3;0;4;4
13/11/19;Flamengo;4;11;4;68%;513;84%;23;6;0;0;5;Vasco da Gama;4;9;6;32%;245;71%;25;5;0;1;4
17/11/19;Grêmio;0;22;6;69%;559;84%;9;1;0;3;10;Flamengo;1;9;5;31%;270;68%;15;2;1;0;0
17/11/19;Bahia;1;15;5;45%;404;84%;17;2;0;1;2;Palmeiras;1;22;5;55%;481;87%;16;0;0;0;4
18/11/19;Vasco da Gama;1;9;3;47%;360;78%;22;2;0;3;3;Goiás;1;21;6;53%;384;78%;16;2;0;1;16
17/11/19;Corinthians;0;14;3;49%;411;77%;9;0;0;2;5;Internacional;0;13;2;51%;421;75%;19;2;0;0;3
17/11/19;Chapecoense;1;12;5;40%;325;80%;13;2;0;0;6;Ceará SC;0;15;6;60%;508;85%;15;1;0;2;5
17/11/19;Fortaleza;3;15;6;64%;516;88%;10;0;0;0;4;CSA;0;8;2;36%;294;81%;20;1;0;1;3
23/11/19;Santos;4;25;11;57%;456;83%;16;2;0;4;10;Cruzeiro;1;9;2;43%;356;78%;19;2;0;1;4
24/11/19;Goiás;4;13;5;47%;367;82%;14;2;0;2;4;Bahia;3;10;3;53%;415;78%;23;2;0;0;5
18/11/19;Cruzeiro;0;16;3;73%;573;86%;14;3;0;0;17;Avaí;0;10;4;27%;223;65%;20;2;0;0;2
24/11/19;Palmeiras;1;17;6;39%;376;78%;14;2;0;1;4;Grêmio;2;7;3;61%;609;85%;14;3;0;1;4
24/11/19;Botafogo;1;8;5;28%;239;64%;11;4;0;2;2;Corinthians;0;25;5;72%;597;88%;19;2;0;2;8
24/11/19;Internacional;2;23;6;61%;539;86%;16;4;0;0;9;Fortaleza;2;6;3;39%;366;79%;12;2;0;3;3
25/11/19;CSA;0;18;4;39%;372;84%;15;2;0;1;5;Fluminense;1;19;7;61%;604;91%;14;2;0;2;3
24/11/19;Avaí;0;13;2;58%;490;83%;11;0;1;0;4;Chapecoense;1;15;2;42%;360;75%;15;1;1;0;4
24/11/19;Ceará SC;1;18;6;49%;434;82%;12;3;0;0;13;São Paulo;1;6;2;51%;479;83%;16;1;0;0;5
27/11/19;Internacional;1;24;9;69%;562;83%;22;2;0;3;11;Goiás;2;13;7;31%;259;61%;24;4;0;2;3
27/11/19;Bahia;1;16;4;58%;463;82%;12;1;0;0;10;Atlético-MG;1;10;3;42%;346;77%;20;1;0;2;4
27/11/19;Flamengo;4;27;7;66%;553;90%;13;2;0;0;13;Ceará SC;1;5;1;34%;287;78%;10;1;1;1;3
27/11/19;Chapecoense;0;25;3;59%;396;85%;12;2;0;0;5;Botafogo;1;9;2;41%;290;74%;18;3;0;0;2
28/11/19;Fortaleza;2;11;3;37%;246;76%;16;2;0;1;5;Santos;1;14;4;63%;419;85%;17;6;2;3;8
28/11/19;Fluminense;1;13;4;45%;468;86%;15;3;0;0;2;Palmeiras;0;10;3;55%;551;88%;20;4;0;2;6
28/11/19;São Paulo;1;15;6;56%;486;85%;29;4;0;2;5;Vasco da Gama;0;10;5;44%;376;82%;16;2;0;0;5
27/11/19;Corinthians;3;32;9;65%;503;86%;15;0;0;2;7;Avaí;0;9;1;35%;277;75%;13;1;0;3;3
28/11/19;Cruzeiro;0;21;9;73%;525;84%;9;0;0;1;9;CSA;1;5;3;27%;215;60%;16;4;0;2;1
30/11/19;Ceará SC;1;16;8;52%;382;80%;17;7;0;1;6;Athletico-PR;1;10;3;48%;373;77%;16;1;1;2;4
01/12/19;Palmeiras;1;14;5;44%;420;86%;18;1;0;4;3;Flamengo;3;9;8;56%;545;87%;21;2;0;1;6
01/12/19;Goiás;1;19;4;58%;421;83%;11;1;0;2;14;Fortaleza;2;11;6;42%;334;79%;15;4;0;1;6
01/12/19;Avaí;1;5;1;43%;377;78%;26;4;0;0;3;Fluminense;1;7;2;57%;488;84%;20;5;0;0;4
30/11/19;Botafogo;0;8;1;44%;374;80%;8;2;0;3;5;Internacional;1;17;7;56%;475;84%;14;3;0;1;9
01/12/19;CSA;1;13;4;52%;414;83%;9;3;0;4;6;Bahia;2;17;8;48%;372;82%;12;3;1;0;8
02/12/19;Vasco da Gama;1;6;1;41%;295;71%;16;3;0;1;2;Cruzeiro;0;14;1;59%;400;80%;19;3;0;0;17
01/12/19;Grêmio;3;13;4;42%;375;80%;15;0;0;0;1;São Paulo;0;10;1;58%;521;84%;16;0;0;1;5
01/12/19;Atlético-MG;2;14;9;41%;273;73%;15;3;0;2;7;Corinthians;1;13;4;59%;394;81%;8;1;0;3;5
01/12/19;Santos;2;11;5;68%;499;88%;18;3;0;2;3;Chapecoense;0;4;0;32%;243;78%;19;4;0;0;2
04/12/19;Fluminense;0;13;3;59%;560;87%;16;1;1;0;6;Fortaleza;0;13;4;41%;411;87%;9;0;1;1;1
04/12/19;Athletico-PR;1;9;3;51%;366;79%;16;2;0;3;6;Santos;0;9;3;49%;364;83%;9;3;1;5;3
04/12/19;Atlético-MG;2;27;8;48%;419;81%;11;1;0;2;11;Botafogo;0;13;6;52%;446;83%;10;3;0;1;8
04/12/19;Chapecoense;3;19;6;56%;468;87%;21;1;0;1;2;CSA;0;10;3;44%;369;84%;13;1;1;1;5
04/12/19;Ceará SC;0;9;2;36%;261;74%;15;2;1;2;9;Corinthians;1;19;3;64%;479;86%;14;4;0;0;6
05/12/19;Grêmio;2;14;7;63%;580;86%;11;0;0;1;5;Cruzeiro;0;13;2;37%;342;79%;21;3;1;1;6
05/12/19;Palmeiras;5;10;6;44%;382;85%;21;5;0;1;1;Goiás;1;10;3;56%;475;87%;13;1;0;1;3
04/12/19;São Paulo;2;19;8;42%;368;79%;20;3;0;3;8;Internacional;1;11;3;58%;515;83%;19;4;0;1;2
05/12/19;Flamengo;6;21;13;68%;608;88%;18;0;0;0;8;Avaí;1;8;3;32%;283;71%;13;1;0;2;3
05/12/19;Bahia;1;15;4;46%;436;86%;21;2;1;1;2;Vasco da Gama;1;10;4;54%;510;89%;11;2;1;2;6
08/12/19;Santos;4;21;8;51%;391;82%;12;2;0;4;3;Flamengo;0;5;1;49%;386;81%;15;3;0;0;5
08/12/19;Internacional;2;20;7;65%;470;83%;11;4;0;2;18;Atlético-MG;1;10;4;35%;272;71%;16;1;0;1;3
08/12/19;Botafogo;1;15;2;51%;394;84%;12;0;0;0;3;Ceará SC;1;14;2;49%;382;78%;19;2;0;2;6
08/12/19;Corinthians;1;16;3;60%;538;83%;21;1;0;0;3;Fluminense;2;10;3;40%;360;76%;14;3;0;2;5
08/12/19;CSA;1;24;6;42%;349;88%;17;1;0;1;6;São Paulo;2;13;4;58%;493;89%;24;2;1;1;4
08/12/19;Fortaleza;2;8;4;57%;417;84%;9;2;0;4;2;Bahia;1;11;4;43%;308;75%;15;1;0;3;3
08/12/19;Vasco da Gama;1;24;7;52%;378;83%;18;2;0;1;7;Chapecoense;1;9;2;48%;363;84%;16;3;0;0;2
08/12/19;Cruzeiro;0;9;3;57%;505;86%;11;0;0;1;4;Palmeiras;2;8;5;43%;384;81%;11;1;0;2;3
08/12/19;Goiás;3;18;6;45%;309;79%;21;1;0;1;7;Grêmio;2;15;6;55%;392;80%;8;1;0;2;4
